Code switched query,High level class,Lower level class
can corona be treated ek mahine mein,MEDICAL,TREATMENT
kaunsa hospital malaria ka treatment deta hai,MEDICAL,TREATMENT
kaunsa hospital dengue ka ilaaj deta hai,MEDICAL,TREATMENT
which hospital provides ilaaj for corona virus,MEDICAL,TREATMENT
which hospital provides treatment for corona virus,MEDICAL,TREATMENT
kaunsa hospital accomodates and treats dengue patients,MEDICAL,TREATMENT
kaunsa hospital accomodates and treats jaundice patients,MEDICAL,TREATMENT
kaunsa hospital corona ka treatment deta hai,MEDICAL,TREATMENT
dengue ko prevent kar sakate hai kya,MEDICAL,PREVENTION
malaria ko prevent kar sakate hai kya,MEDICAL,PREVENTION
jaundice ko prevent kar sakate hai kya,MEDICAL,PREVENTION
dikhao measures to prevent malaria,MEDICAL,PREVENTION
dikhao steps to prevent dengue,MEDICAL,PREVENTION
dikhao measures to prevent corona virus from spreading,MEDICAL,PREVENTION
kya steps le sakate hai to prevent dengue,MEDICAL,PREVENTION
kya measures le sakate hai to prevent jaundice,MEDICAL,PREVENTION
dikhao measures to stop corona from spreading,MEDICAL,PREVENTION
how can we prevent corona ka phailana,MEDICAL,PREVENTION
how to control corona ka phailana,MEDICAL,PREVENTION
how to control swine flu ka phailana,MEDICAL,PREVENTION
ham malaria ka phailana kaise stop kar sakate hai,MEDICAL,PREVENTION
swine flu ka phailana kaise stop kar sakate hai,MEDICAL,PREVENTION
how to stay surakshit from malaria,MEDICAL,PREVENTION
how to stay surakshit from coronavirus,MEDICAL,PREVENTION
coronavirus ko kaise prevent kar sakate hai,MEDICAL,PREVENTION
coronavirus ka preventive upaay kya hai,MEDICAL,PREVENTION
malaria ka preventive upaay kya hai,MEDICAL,PREVENTION
What are the preventive upaay for common cold,MEDICAL,PREVENTION
how can i prevent corona hone se,MEDICAL,PREVENTION
mujhe corona prevent karane ke lie kya karana hai,MEDICAL,PREVENTION
mujhe common cold prevent karane je lie kya karana padega,MEDICAL,PREVENTION
What preventions should I take ki swine flu mujhe na aaie,MEDICAL,PREVENTION
What preventions should i take ki coronavirus mujhe na aaie,MEDICAL,PREVENTION
Regular yoga se common cold prevent hoga kya,MEDICAL,PREVENTION
Yoga kaunse disease prevent karega,MEDICAL,PREVENTION
Honey upayog kaunse disease prevent kartha hai,MEDICAL,PREVENTION
Lukewarm water kya disease prevent kartha hai,MEDICAL,PREVENTION
Common cold ko kaise prevent karthe hain,MEDICAL,PREVENTION
mujhe kya precautions lena hai to avoid coronavirus,MEDICAL,PREVENTION
mujhe kaunse precautions lena hain to prevent malaria,MEDICAL,PREVENTION
kya precautions lena hain to prevent swine flu,MEDICAL,PREVENTION
kaise coronavirus ka spread stop kar sakte hain,MEDICAL,PREVENTION
malaria ka spread kaise stop kar sakte hain,MEDICAL,PREVENTION
what to do ki coronavirus ka spread stop hojaye,MEDICAL,PREVENTION
swine flu ka spread ruken keliye what to do,MEDICAL,PREVENTION
what to do malaria spread rukne keliye,MEDICAL,PREVENTION
kya precautions upayog hoga to prevent common cold,MEDICAL,PREVENTION
headache prevent karne keliye luckwarm water lena hain kya,MEDICAL,PREVENTION
honey lene se common flu prevent karega kya,MEDICAL,PREVENTION
kya precautions upayog hoga to prevent malaria,MEDICAL,PREVENTION
ghaar mein rehene se coronavirus prevent hoga kya,MEDICAL,PREVENTION
social distancing se coronavirus stop hoga kya,MEDICAL,PREVENTION
social distances kitna important hai to stop coronavirus,MEDICAL,PREVENTION
social distances kaise coronavirus stop karega,MEDICAL,PREVENTION
handwash karne se coronavirus prevent hoga kya,MEDICAL,PREVENTION
regular handwash karna kitna important hai to prevent coronavirus,MEDICAL,PREVENTION
kitna time tak handwash karne se coronavirus se safe we can be,MEDICAL,PREVENTION
handwash will prevent hamein from kaunse disease,MEDICAL,PREVENTION
What preventive measures should i take ki common cold mujhe na aaie,MEDICAL,PREVENTION
What preventive measures should i take ki swine flu mujhe na aaie,MEDICAL,PREVENTION
kab doctor ko call karna hai about food poisoning,MEDICAL,TREATMENT
kya tips hai to treat broken toenails at home,MEDICAL,TREATMENT
kya tips hai to treat broken fingernails at home,MEDICAL,TREATMENT
kaise my child's bruised or swollen eye treat ka sakate hai,MEDICAL,TREATMENT
kaise swollen eye ghar pe theek karein,MEDICAL,TREATMENT
infection ke signs kya hai,MEDICAL,SYMPTOMS
septic signs kya hai,MEDICAL,SYMPTOMS
kaise wasp sting ko treat karein,MEDICAL,TREATMENT
kaise bee sting ko treat karein,MEDICAL,TREATMENT
sunburn ko kaise treat karein,MEDICAL,TREATMENT
tan treatment ke tips do,MEDICAL,TREATMENT
blister ko drain kaise karte hai,MEDICAL,TREATMENT
mosquito bite ko treat kasie karte hai,MEDICAL,TREATMENT
bacho ke liye heat rash treatment batao,MEDICAL,TREATMENT
how to treat scars from ghehera cuts,MEDICAL,TREATMENT
how to treat burn marks in bachein,MEDICAL,TREATMENT
spider bite ka treatment hai kya,MEDICAL,TREATMENT
minor cut ko clean kaise karte hai,MEDICAL,TREATMENT
quick dehydration treatments batao,MEDICAL,TREATMENT
Find the nearest sabzee shop,GENERIC,SHOW_NEAREST
Show me the closest kiraana store,GENERIC,SHOW_NEAREST
Closest jhoote ki dukaan,GENERIC,SHOW_NEAREST
Find me the nearest darjeewala,GENERIC,SHOW_NEAREST
Search the closest mithaeewala,GENERIC,SHOW_NEAREST
Find me the nearest dhoodwala,GENERIC,SHOW_NEAREST
Find me the nearest hajjam shop,GENERIC,SHOW_NEAREST
Find me the closest istiri shop,GENERIC,SHOW_NEAREST
Show me the nearest mocheewala,GENERIC,SHOW_NEAREST
Search for machhalee dukaan around me,GENERIC,SHOW_NEAREST
Show the nearest kapade ki dukaan,GENERIC,SHOW_NEAREST
Find nearest khaane ki dukaan,GENERIC,SHOW_NEAREST
find nearest dava kee dukhaana,GENERIC,SHOW_NEAREST
Show me the directions to the nearest dhoodwala,GENERIC,SHOW_NEAREST
Show me the directions to baajaar,GENERIC,SHOW_NEAREST
Search for pustakaalay,GENERIC,SHOW_NEAREST
Show the nearest dhobeeghar,GENERIC,SHOW_NEAREST
Find me the nearest aspataal,GENERIC,SHOW_NEAREST
Show the nearest mithaee kee dukaan,GENERIC,SHOW_NEAREST
Search the closest kapade kee dukaan,GENERIC,SHOW_NEAREST
Show the nearest dava kee dukaan,GENERIC,SHOW_NEAREST
Find nearest chappal kee dukaan,GENERIC,SHOW_NEAREST
Show me the directions to the nearest sharaab kee dukaan,GENERIC,SHOW_NEAREST
Show the nearest aabhooshan kee dukaan,GENERIC,SHOW_NEAREST
Find me the nearest phal kee dukaan,GENERIC,SHOW_NEAREST
Show me the directions to the nearest sabjee mandee,GENERIC,SHOW_NEAREST
Find me the nearest nrty kakshaen,GENERIC,SHOW_NEAREST
Find me the nearest sangeet kakshaen,GENERIC,SHOW_NEAREST
Search the closest mandir,GENERIC,SHOW_NEAREST
Show me the nearest nagarakshak,GENERIC,SHOW_NEAREST
Show nearest chikitsalay,GENERIC,SHOW_NEAREST
FInd me the closest dharji,GENERIC,SHOW_NEAREST
Closest way to bazaar,GENERIC,SHOW_NEAREST
Nearest chai ki dukaan,GENERIC,SHOW_NEAREST
Closest way to udayanavaan,GENERIC,SHOW_NEAREST
Search for closest cricket maidaan,GENERIC,SHOW_NEAREST
Nearest dava ki dukaan,GENERIC,SHOW_NEAREST
Find me nearest sabzi ki dukhaan,GENERIC,SHOW_NEAREST
Show directions for closest mandir,GENERIC,SHOW_NEAREST
Find electronics dukhaan near me,GENERIC,SHOW_NEAREST
Nearest bhageecha,GENERIC,SHOW_NEAREST
Nearest chai tapri,GENERIC,SHOW_NEAREST
Find darjeewala near me,GENERIC,SHOW_NEAREST
Show the directions to pustakaalay,GENERIC,SHOW_NEAREST
Show bank jaane ka rasta,GENERIC,SHOW_NEAREST
Bus stop kaha hai,GENERIC,SHOW_NEAREST
Railway station kaha aata hai,GENERIC,SHOW_NEAREST
Mujhe bus stop ka direction dikhao,GENERIC,SHOW_NEAREST
Set an alarm 6 baje ke liye,GENERIC,REMINDER
Remind me kal doctor ka appointment hai,GENERIC,REMINDER
Remind me chaar baje movie jaana hai,GENERIC,REMINDER
Remind kal dentist ka appointment hai,GENERIC,REMINDER
Remind 27th december ko flight hai,GENERIC,REMINDER
Remind kal car servicing center jana hai,GENERIC,REMINDER
Note kal dentist ka appointment hai,GENERIC,REMINDER
Set an alarm nau baje ke liye,GENERIC,REMINDER
Set an alarm gyaraha baje ke liye,GENERIC,REMINDER
Remind 27th december ko flight hai,GENERIC,REMINDER
Remind me aaj raat flight book karna hai,GENERIC,REMINDER
Remind 27th january ko bus hai,GENERIC,REMINDER
Remind 27th february ko train hai,GENERIC,REMINDER
Alarm set karo das baje ke liye,GENERIC,REMINDER
Alarm set karo nau baje ke liye,GENERIC,REMINDER
Remind me 7 baje movie jaana hai,GENERIC,REMINDER
Remind me kal groceries lena hai,GENERIC,REMINDER
Remind me 7 baje dentist ke yahan jaana hai,GENERIC,REMINDER
Remind me tomorrow subzi lena hai,GENERIC,REMINDER
Remind me kal electicity bill pay karna hai,GENERIC,REMINDER
Remind me kal subzi khareed na hai,GENERIC,REMINDER
Remind me 25th ko paani ka bill pay karna hai,GENERIC,REMINDER
Remind me kal gas order karna hai,GENERIC,REMINDER
Remind me kal electicity ka bill pay karna hai,GENERIC,REMINDER
Remind me 29th ko phone bill karna hota hai,GENERIC,REMINDER
Remind me 15th ko phone bill pay karna hai,GENERIC,REMINDER
Alarm set karo nau baje bus ke liye,GENERIC,REMINDER
Alarm set karo nau baje manager ke saath meeting hai,GENERIC,REMINDER
Alarm set karo nau baje client ke saath meeting hai,GENERIC,REMINDER
Alarm set karo nau baje inteview call hai,GENERIC,REMINDER
Remind me kal maa ko call karna hai,GENERIC,REMINDER
Remind me kal papa ko paise bhejne hai,GENERIC,REMINDER
Remind me kal didi ko raakhi gift bhejne hai,GENERIC,REMINDER
Remind me kal papa ko medicines bhejne hai,GENERIC,REMINDER
Alarm set karo che baje inteview hai,GENERIC,REMINDER
Alarm set karo che baje serial release hai,GENERIC,REMINDER
Alarm set karo teen baje mall jaana hai,GENERIC,REMINDER
Alarm set karo che baje hospital appointment hai,GENERIC,REMINDER
Remind me 17th ko English assignment submit karna hai,GENERIC,REMINDER
Remind me 15th ko Maths ka assignment dena hai,GENERIC,REMINDER
Remind me 17th ko match jana hai,GENERIC,REMINDER
Remind me 14th ko mera football hai,GENERIC,REMINDER
Note 14th october dusshera hai,GENERIC,REMINDER
Note 15Th august office ka holiday,GENERIC,REMINDER
Remind me kal teacher ko email bhejna hai,GENERIC,REMINDER
Remind me 19Th ko Physics test hai,GENERIC,REMINDER
Remind me kal friend ke liye gift khareedna hai,GENERIC,REMINDER
Remind me kal to wish my friend,GENERIC,REMINDER
Note 18th may maa ka birthday hai,GENERIC,REMINDER
Note 18th may bhaiya ka birthday hai,GENERIC,REMINDER
kal 5 o'clock ko remind karo to go to the dentist,GENERIC,REMINDER
aaj 10 o'clock ko remind karo to go to the salon,GENERIC,REMINDER
kal 5 o'clock ko remind karo dentist ke yahan jaana hai,GENERIC,REMINDER
aaj 5 o'clock ko remind karo ki i have to go the gym,GENERIC,REMINDER
12 o'clock alarm rakho to wish my friend for her birthday,GENERIC,REMINDER
Note 25th december ko christmas hai,GENERIC,REMINDER
Note karna Prestige movie dekhna hai,GENERIC,REMINDER
note karna limitless is a nice movie,GENERIC,REMINDER
1st ko remind karna party hai,GENERIC,REMINDER
8th ko remind karna ki ghar ki electiricity bill pay karni hai,GENERIC,REMINDER
12th ko remind karna netflix subscription cancel karna hai,GENERIC,REMINDER
aaj raat remind karna prime subscription cancel karna hai,GENERIC,REMINDER
17th feb ko remind karna netflix subscription cancel karna hai,GENERIC,REMINDER
12th ko remind karna youtube subscription is to be cancelled,GENERIC,REMINDER
remind me 13th i have to submit maths ka assignment,GENERIC,REMINDER
remind karna 18th 6 pm passport verification hai,GENERIC,REMINDER
7 am ko alarm rakhna,GENERIC,REMINDER
9 am ko wake up alarm set karo,GENERIC,REMINDER
aaj 11 am ko wake up alarm,GENERIC,REMINDER
10 baje alarm rakhna,GENERIC,REMINDER
Note karna 17th ko ghar jaana hai,GENERIC,REMINDER
Note kardo 14th 3 pm birthday party hai,GENERIC,REMINDER
set an alarm 9 pm dinner ke liye,GENERIC,REMINDER
alarm set karna at 11am to take my pills,GENERIC,REMINDER
note karna to listen to imagine dragons,GENERIC,REMINDER
note karna to listen to coldplay,GENERIC,REMINDER
note karna to watch shutter island,GENERIC,REMINDER
note karna to read black beauty,GENERIC,REMINDER
remind me 14th ko danbrown book release hone wala hai,GENERIC,REMINDER
set an alarm tuesdays 1 pm to watch naye episodes of blindspot,GENERIC,REMINDER
har wednesday 7 am ko alarm rakhna,GENERIC,REMINDER
aaj saare alarms cancel karna,GENERIC,REMINDER
kal ke saare alarms cancel kardo,GENERIC,REMINDER
kal gaadi servicing dena hai remind kardena,GENERIC,REMINDER
remind me kal saare bills pay karne hai,GENERIC,REMINDER
note karna joker is a nice movie,GENERIC,REMINDER
note karna to listen to justin beiber,GENERIC,REMINDER
remind karna 15th ko vote dene jaana hai,GENERIC,REMINDER
remind me 10th 1 pm ko passport verification hai,GENERIC,REMINDER
remind me 15th ko vaccination lene jaana hai,GENERIC,REMINDER
remind me 17th ko check up hai,GENERIC,REMINDER
remind me 18th ko maa ko check up ke lie le jaana hai,GENERIC,REMINDER
remind me 12th ko polio vaccination day hai,GENERIC,REMINDER
set an alarm at 5 pm radio sune ke lie,GENERIC,REMINDER
set an alarm har gante to take a break from screen,GENERIC,REMINDER
alarm set karna to take my dog for a walk,GENERIC,REMINDER
har shaniwaar ko 7 am ko alarm rakhna,GENERIC,REMINDER
note karna maths assignment ruled book mein likhna hai,GENERIC,REMINDER
note karna mujhe gaadi ki servicing karani hai,GENERIC,REMINDER
set an alarm at aath baje,GENERIC,REMINDER
show me maarg to sabzi shop,GENERIC,SHOW_NEAREST
show me closest subzi shop,GENERIC,SHOW_NEAREST
nearest phal ka shop kahaan hai,GENERIC,SHOW_NEAREST
closest kiraani shop dikhao,GENERIC,SHOW_NEAREST
agar koi library aas paas ho toh dikhao,GENERIC,SHOW_NEAREST
koi book store paas mein hai kya,GENERIC,SHOW_NEAREST
kahin paas mein darzi ki dukhaan hai kya,GENERIC,SHOW_NEAREST
koi paas wala sabzi shop ka raasta dikhao,GENERIC,SHOW_NEAREST
nearest book store ka maarg dikhao,GENERIC,SHOW_NEAREST
nearest library ka pata dikhao,GENERIC,SHOW_NEAREST
agar koi electronics ki dukhaan aas paas ho toh dikhao,GENERIC,SHOW_NEAREST
closest mithaee kee dukaan dikhao,GENERIC,SHOW_NEAREST
Railway station ka pata do,GENERIC,SHOW_NEAREST
bus station kahan padta hai,GENERIC,SHOW_NEAREST
aas paas petroleum bank hai kya,GENERIC,SHOW_NEAREST
kahin paas mein daaru ki dukhaan khula hai kya,GENERIC,SHOW_NEAREST
paas mein kaunsi mall khuli hai,GENERIC,SHOW_NEAREST
aaj kaunsi mall near me is open,GENERIC,SHOW_NEAREST
aaj kaunsi restuarants bandh hai,GENERIC,SHOW_NEAREST
nikatatam doodhavaala dikhao,GENERIC,SHOW_NEAREST
nikatatam mein koi petrol bank dikhaen,GENERIC,SHOW_NEAREST
nikatatam petrol bank dikhaen,GENERIC,SHOW_NEAREST
nikatatam mein koi park hai toh dikhaen,GENERIC,SHOW_NEAREST
metro station ka pata do,GENERIC,SHOW_NEAREST
Railway station ka maarg dedo,GENERIC,SHOW_NEAREST
nearest metro station kaunsa hai,GENERIC,SHOW_NEAREST
nearest metro station kitna door hai,GENERIC,SHOW_NEAREST
nearest metro station kahan aata hai,GENERIC,SHOW_NEAREST
show nearest samaachaar patr vikreta,GENERIC,SHOW_NEAREST
pass ke paani ki shop kahaan hai,GENERIC,SHOW_NEAREST
paas wala kapade ki dhukhaan dikhao,GENERIC,SHOW_NEAREST
nearest cobbler shop kausna open hai aaj,GENERIC,SHOW_NEAREST
mujhe pasteries khaana hai,GENERIC,SHOW_NEAREST
mujhe paas wali daaru ki dukhaan batao,GENERIC,SHOW_NEAREST
mujhe bakery ka maarg dikhao,GENERIC,SHOW_NEAREST
pass mein dairy ki shop kahaan hai,GENERIC,SHOW_NEAREST
show me nearest metro ka station,GENERIC,SHOW_NEAREST
kahin paas mein chinese restaurant hai kya,GENERIC,SHOW_NEAREST
kahin paas mein mexican food milega hai kya,GENERIC,SHOW_NEAREST
kahin paas mein local food street hai kya,GENERIC,SHOW_NEAREST
bangalore mein local food street kahan padta hai,GENERIC,SHOW_NEAREST
mujhe chinese food khana hai,GENERIC,SHOW_NEAREST
mujhe momos paas mein kahan milega,GENERIC,SHOW_NEAREST
mujhe bakery ka pata do,GENERIC,SHOW_NEAREST
mujhe koi achi si pizza place ka pata do,GENERIC,SHOW_NEAREST
mujhe dominos ka pata dikhao,GENERIC,SHOW_NEAREST
paas wali waffles ki dukhaan ka pata do,GENERIC,SHOW_NEAREST
kahin paas mein waffles milega kya,GENERIC,SHOW_NEAREST
bhook lagi hai show nearest restuarant,GENERIC,SHOW_NEAREST
koi daaru ki mrp outlet khuli hai kya,GENERIC,SHOW_NEAREST
achi dosa kahan milega,GENERIC,SHOW_NEAREST
authentic dosa shop kaunsi hai bangalore mein,GENERIC,SHOW_NEAREST
health insurance kya hai,INSURANCE,HEALTH
health insurance kya hota hai,INSURANCE,HEALTH
kyu health insurance is important,INSURANCE,HEALTH
svaasthy beema kyon mahatvapoorn hai,INSURANCE,HEALTH
why is svaasthy beema important,INSURANCE,HEALTH
what is svaasthy beema,INSURANCE,HEALTH
kya svaasthy beema important hai,INSURANCE,HEALTH
What are the forms of svaasthy insurance available,INSURANCE,HEALTH
kaunse plans of health insurance are available,INSURANCE,HEALTH
kaunse forms of health insurance are available,INSURANCE,HEALTH
dikhao different plans of health insurance,INSURANCE,HEALTH
cashless facility kya hai,INSURANCE,HEALTH
svaasthy beema mein cashless facility kya hota hai,INSURANCE,HEALTH
what are the tax benefits that i can opt for if i take svaasthy beema,INSURANCE,HEALTH
kaunse tax benefits milate hai if i take health insurance,INSURANCE,HEALTH
do i get tax benefits agar i take health insurance,INSURANCE,HEALTH
agar main health insurance ka vikalp chunoon to mujhe kya laabh milenge,INSURANCE,HEALTH
agar main health insurance chunoon to mujhe kya tax benefits milenge,INSURANCE,HEALTH
kaunse factors affect health insurance premium,INSURANCE,HEALTH
which factors affect svaasthy beema premium,INSURANCE,HEALTH
dikhao different schemes of health insurance,INSURANCE,HEALTH
kaunse health insurance lena chahiye,INSURANCE,HEALTH
kya mujhe health insurance lena chahiye,INSURANCE,HEALTH
what does health beema not cover,INSURANCE,HEALTH
health insurance kya cover nahi karta,INSURANCE,HEALTH
health insurance mein kyy cover nahi hota hai,INSURANCE,HEALTH
kya waiting period hota hain for health insurance claims,INSURANCE,HEALTH
kitna time lagata hai for health insurance claim,INSURANCE,HEALTH
kitna samay lagata hai for health insurance claim,INSURANCE,HEALTH
kitna time lagata hai for health insurance claim karane mein,INSURANCE,HEALTH
"If my policy is not renewed in time before expiry date, kya renewal deny hoga",INSURANCE,HEALTH
agar mera policy is not renewed in time before expiry date will I be denied for renewal,INSURANCE,HEALTH
kya karna hai agar my health insurance has expired,INSURANCE,HEALTH
what to do agar health insurance has expired,INSURANCE,HEALTH
can i renew my expired svaasthy beema,INSURANCE,HEALTH
kya mein health insurance company change kar sakati hoon,INSURANCE,HEALTH
any one illness kya hota hai in health insurance,INSURANCE,HEALTH
ek saal mein kitne number of health insurance claims are allowed,INSURANCE,HEALTH
health insurance ke uses dikhao,INSURANCE,HEALTH
dikhao what does health insurance usually cover,INSURANCE,HEALTH
dikhao what does svaasthy beema usually cover,INSURANCE,HEALTH
is it okay to not have svaasthy beema,INSURANCE,HEALTH
do frauds happen in svaasthy beema,INSURANCE,HEALTH
kya health insurance xray cover karta hai,INSURANCE,HEALTH
kya health insurance scans and xray cover karta hai,INSURANCE,HEALTH
kya health insurance ultrasound cover karta hai,INSURANCE,HEALTH
kya health insurance MRI scans cover karta hai,INSURANCE,HEALTH
do health insurances cover existing rog too,INSURANCE,HEALTH
health insurance lene se pehele do you need medical checkup,INSURANCE,HEALTH
does health insurance cover saare expenses,INSURANCE,HEALTH
what is the age limit to buy svaasthy beema,INSURANCE,HEALTH
does svaasthy beema have age limit,INSURANCE,HEALTH
can anyone get a svaasthy beema,INSURANCE,HEALTH
kaunse beemaariyaan are covered in health insurance,INSURANCE,HEALTH
can i renew my svaasthy beema,INSURANCE,HEALTH
are there renewal charges for renewing expired svaasthy beema,INSURANCE,HEALTH
is it okay to not have svaasthy beema for old people,INSURANCE,HEALTH
kaunse age group should have health insurance,INSURANCE,HEALTH
kya health insurance zaroori hota hai,INSURANCE,HEALTH
kya travel insurance zaroori hai,INSURANCE,TRAVEL
kya uses hai travel insurance lene ke,INSURANCE,TRAVEL
travel insurance ka matlab kya hai,INSURANCE,TRAVEL
kya hai yeh travel insurance,INSURANCE,TRAVEL
why should i buy travel beema,INSURANCE,TRAVEL
mujhe travel insurance kyon khareedana chaahie,INSURANCE,TRAVEL
kyu travel insurance lena chahiye,INSURANCE,TRAVEL
why should i buy yatra beema,INSURANCE,TRAVEL
yatra beema ke uses batao,INSURANCE,TRAVEL
can i extend my yatra beema,INSURANCE,TRAVEL
kya main mera travel insurance extend kar sakata hoon,INSURANCE,TRAVEL
travel insurance ke lie minimum duration kitne days ka hai,INSURANCE,TRAVEL
is there minimum duration for yatra beema,INSURANCE,TRAVEL
agar travel insurance lena hain do i need medical checkup,INSURANCE,TRAVEL
is medical checkup neccessary before i buy a yatra beema,INSURANCE,TRAVEL
if i cut short my travel kya mujhe insurance refund milega,INSURANCE,TRAVEL
kya travel insurance refund hoga,INSURANCE,TRAVEL
what are the criterias to get a refund in yatra beema,INSURANCE,TRAVEL
agar i cancel my trip will i get travel insurance refunded,INSURANCE,TRAVEL
agar i miss my flight do i get travel insurance refund,INSURANCE,TRAVEL
do i get travel insurance refund agar i miss my train,INSURANCE,TRAVEL
kab travel insurance refund hota hai,INSURANCE,TRAVEL
what is the relation of visa aur travel insurance,INSURANCE,TRAVEL
should you have visa before applying for yatra beema,INSURANCE,TRAVEL
can you get yatra beema if you are an infant,INSURANCE,TRAVEL
age limit kya hai for travel insurance,INSURANCE,TRAVEL
i am 65 years old kya mujhe travel insurance milega,INSURANCE,TRAVEL
is yatra beema compulsory,INSURANCE,TRAVEL
is yatra beema specific to a trip,INSURANCE,TRAVEL
can i extend my yatra beema any time during the travel,INSURANCE,TRAVEL
in travel insurance thirs party administrator kaun hai,INSURANCE,TRAVEL
kaunse countries mein travel insurance compulsory hai,INSURANCE,TRAVEL
travel insurance zaroori hote hai kya,INSURANCE,TRAVEL
is it okay to not have a yatra beema,INSURANCE,TRAVEL
if i cancel my trip kya travel insurance refund hoga,INSURANCE,TRAVEL
if i postpone my travel kya same travel insurance applicable hoga,INSURANCE,TRAVEL
agar i cancel my trip will i lose my travel insurance money,INSURANCE,TRAVEL
travel insurance kyu khareedna chahiye,INSURANCE,TRAVEL
agar i am sick can i still get travel insurance,INSURANCE,TRAVEL
is it okay if mere paas travel insurance nahi hai,INSURANCE,TRAVEL
dikhao reasons why travel insurance khareedana chaahie,INSURANCE,TRAVEL
motor insurance zaroori hai kya,INSURANCE,MOTOR
is it okay for me to not buy motor insurance for my gaadi,INSURANCE,MOTOR
motor insurance ke uses kya hai,INSURANCE,MOTOR
motor insurance extend kar sakate hai kya,INSURANCE,MOTOR
can i change my gaadi ka insurance plan,INSURANCE,MOTOR
gaadi ka insurance lene zaroori hai kya,INSURANCE,MOTOR
dikhao motor insurance plans,INSURANCE,MOTOR
motor insurance kyu khareedna chahiye,INSURANCE,MOTOR
dikhao restrictions in motor insurance,INSURANCE,MOTOR
why should i insure my gaadi,INSURANCE,MOTOR
kyu car ka insurance karana hai,INSURANCE,MOTOR
kyu bike ka insurance karana hai,INSURANCE,MOTOR
kaunse type of motor insurance hote hai,INSURANCE,MOTOR
motor insurance mein no claim bonus kya hai,INSURANCE,MOTOR
are there discounts in motor insurance agar I reduce the premium,INSURANCE,MOTOR
motor insurance mein discounts kab milta hai,INSURANCE,MOTOR
is gaadi ka insurance compulsory,INSURANCE,MOTOR
can i change the details of my gaadi ka insurance,INSURANCE,MOTOR
can i get gaadi ka insurance for electric vehicles,INSURANCE,MOTOR
kya electric vehicles ko gaadi ka insurance milega,INSURANCE,MOTOR
my gaadi is 4 years old can i still get insurance,INSURANCE,MOTOR
can i get insurance if my gaadi is 5 years old,INSURANCE,MOTOR
does city of registration affect gaadi ka insurance,INSURANCE,MOTOR
Motor insurance kya hai,INSURANCE,MOTOR
vehicle insurance kya hai,INSURANCE,MOTOR
gaadi ka insurance kya hota hai,INSURANCE,MOTOR
do i get certificate for gaadi ka insurance,INSURANCE,MOTOR
is gaadi ka insurance restricted to a city,INSURANCE,MOTOR
is vehicle ka insurance restricted to a city,INSURANCE,MOTOR
is car ka insurance restricted to a city,INSURANCE,MOTOR
is electric vehicle ka insurance restricted to a city,INSURANCE,MOTOR
kaunse documents are required for motor insurance,INSURANCE,MOTOR
kaunse documents are required for vehicle insurance,INSURANCE,MOTOR
which documents are to be submitted for gaadi ke insurance,INSURANCE,MOTOR
how to claim insurance agar my gaadi is stolen,INSURANCE,MOTOR
how to claim insurance agar my car was stolen,INSURANCE,MOTOR
how to claim car insurance if it is stolen,INSURANCE,MOTOR
agar car insurance policy has expired what to do,INSURANCE,MOTOR
does city of registration matter while purchasing gaadi ka insurance,INSURANCE,MOTOR
third party car insurance kya hai,INSURANCE,MOTOR
can gaadi ka insurance be cancelled,INSURANCE,MOTOR
can gaadi ka insurance claim be rejected,INSURANCE,MOTOR
are natural calamities covered in gaadi ka insurance,INSURANCE,MOTOR
kya natural calamities be covered in a gaadi ka insurance,INSURANCE,MOTOR
can i claim gaadi ka insurance in accident cases,INSURANCE,MOTOR
agar gaadi ka accident hua ho toh can i claim insurance,INSURANCE,MOTOR
agar gaadi is stolen can i claim insurance,INSURANCE,MOTOR
can i transfer my gaadi ka insurance to another person,INSURANCE,MOTOR
kya gaadi ka insurance transferable hota hai,INSURANCE,MOTOR
motor insurance transferable hai kya,INSURANCE,MOTOR
car insurance ko transfer kaise kar sakate hai,INSURANCE,MOTOR
bike insurance ko claim kaise karein,INSURANCE,MOTOR
motor insurance ke details change kaise karein,INSURANCE,MOTOR
why do i need gaadi ka insurance,INSURANCE,MOTOR
benefits dikhao of buying motor insurance,INSURANCE,MOTOR
Book a bus ticket to Delhi ravivaar ko,BOOKING,TRAVEL_BOOKING
Book the bus tickets to Delhi aaj shaam ko,BOOKING,TRAVEL_BOOKING
Book a table for paanch log,BOOKING,RESTAURANT
Book a table for paanch people,BOOKING,RESTAURANT
Book the restaurant for pachchees people,BOOKING,RESTAURANT
Book rooms for chaar days,BOOKING,HOTEL
Book a cab to KR Market 10 baje,BOOKING,TRAVEL_BOOKING
Book 3 train tickets for Chennai kal raat ko,BOOKING,TRAVEL_BOOKING
Book a flight for 8 baje kal delhi ko,BOOKING,TRAVEL_BOOKING
Book bus tickets for 8 people Shanivar ko,BOOKING,TRAVEL_BOOKING
Book flight ticket dopahar ko,BOOKING,TRAVEL_BOOKING
Book a bus Rajput se Jaipur kal subah ko,BOOKING,TRAVEL_BOOKING
Bus ko ek ticket book karo Jaipur to Delhi,BOOKING,TRAVEL_BOOKING
Railgadi book karo Delhi to Bangalore,BOOKING,TRAVEL_BOOKING
Reserve a table to shanti sagar hotel,BOOKING,RESTAURANT
Reserve restaurant das baje ko at shanti sagar,BOOKING,RESTAURANT
restaurant ka booking kardo at nandhini,BOOKING,RESTAURANT
